A-levels scores,Education,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Was Hired by a Company within 6 months
81,stem,salaried,law,108071,1,1
89,stem,salaried,engineering,67156,1,1
87,business,self business,health,119842,1,1
81,law,self business,it,72009,1,1
63,stem,contractual,law,103747,0,0
81,business,salaried,transportation,0,1,1
88,business,contractual,arts,68986,1,1
58,stem,unemployed,unemployed,0,0,0
44,law,self business,health,139000,1,0
75,business,salaried,health,92942,0,0
85,stem,salaried,it,124873,1,1
56,arts,unemployed,unemployed,0,1,0
53,law,self business,engineering,108515,0,0
58,business,unemployed,unemployed,136860,1,0
46,arts,unemployed,unemployed,0,0,0
43,stem,unemployed,unemployed,124421,1,0
84,business,self business,health,44141,1,1
62,arts,unemployed,unemployed,0,0,0
58,stem,self business,accounting,41207,0,0
78,arts,salaried,law,109898,0,0
52,business,self business,law,111797,0,0
43,law,salaried,law,85314,1,0
59,stem,salaried,arts,146422,1,0
80,stem,self business,law,147595,0,0
52,law,contractual,arts,40487,1,0
64,arts,contractual,arts,133150,1,0
76,business,salaried,arts,130827,1,1
66,law,self business,health,109445,0,0
57,stem,self business,health,81346,0,0
74,law,self business,law,69165,0,0
67,business,contractual,accounting,133605,1,0
42,business,salaried,engineering,40710,0,0
76,stem,contractual,transportation,149767,0,0
58,arts,self business,transportation,45133,1,0
77,business,unemployed,unemployed,0,1,0
51,stem,unemployed,unemployed,0,1,0
72,law,contractual,transportation,110918,1,0
50,stem,salaried,accounting,113787,0,0
63,business,contractual,health,83357,1,0
78,law,contractual,health,89720,0,0
50,stem,salaried,health,60979,1,0
43,business,salaried,law,127463,0,0
54,law,self business,transportation,55547,0,0
78,law,contractual,law,55408,1,1
69,business,contractual,engineering,128676,1,0
83,stem,salaried,transportation,78152,1,1
50,stem,salaried,accounting,92663,1,0
83,law,contractual,law,0,1,1
45,business,contractual,accounting,67834,0,0
60,business,salaried,law,99925,0,0
87,business,contractual,it,142848,1,1
49,law,unemployed,unemployed,0,1,0
45,stem,self business,health,103852,1,0
64,law,self business,arts,58584,0,0
71,stem,unemployed,unemployed,0,1,0
55,stem,contractual,it,60545,0,0
81,law,self business,accounting,111204,1,1
63,business,salaried,accounting,107918,1,0
48,law,salaried,law,140256,1,0
42,law,self business,law,115498,0,0
56,business,unemployed,unemployed,0,1,0
47,business,self business,law,46677,0,0
70,business,salaried,accounting,60074,1,1
53,stem,unemployed,unemployed,40929,1,0
52,business,self business,it,44499,0,0
86,stem,salaried,transportation,134988,1,1
62,law,contractual,health,121235,1,0
63,stem,contractual,it,42426,0,0
53,business,self business,it,131251,0,0
84,law,self business,transportation,0,1,1
84,arts,self business,transportation,76015,1,1
55,law,unemployed,unemployed,0,1,0
86,law,contractual,it,130742,1,1
80,stem,contractual,arts,105888,1,0
64,law,contractual,it,71760,1,0
47,law,unemployed,unemployed,0,0,0
51,business,self business,arts,121470,0,0
87,business,contractual,accounting,0,1,1
40,arts,self business,engineering,139639,0,0
73,law,unemployed,unemployed,0,1,0
74,stem,unemployed,unemployed,0,0,0
54,business,unemployed,unemployed,0,0,0
44,business,unemployed,unemployed,117345,1,0
40,business,salaried,engineering,148495,0,0
68,law,self business,transportation,94701,1,0
44,business,contractual,law,122772,0,0
61,law,unemployed,unemployed,0,0,0
60,arts,salaried,it,42008,0,0
69,law,unemployed,unemployed,0,0,0
85,stem,contractual,health,68783,1,1
68,law,unemployed,unemployed,0,1,0
84,stem,self business,law,46166,1,1
43,law,unemployed,unemployed,0,1,0
41,business,salaried,transportation,55031,0,0
61,arts,self business,arts,76453,1,0
57,arts,contractual,arts,119686,0,0
68,law,salaried,it,63043,0,0
86,arts,salaried,law,141056,1,1
89,law,salaried,it,91087,1,1
59,arts,salaried,transportation,47327,0,0
41,arts,unemployed,unemployed,104596,0,0
49,business,self business,law,104302,1,0
86,business,salaried,health,76740,1,1
63,stem,unemployed,unemployed,59483,1,0
85,law,contractual,transportation,84419,1,1
57,arts,salaried,transportation,92035,1,0
66,arts,unemployed,unemployed,0,0,0
65,stem,unemployed,unemployed,0,1,0
76,business,self business,accounting,74460,1,0
58,arts,contractual,transportation,135714,1,0
79,business,unemployed,unemployed,125106,1,0
81,stem,self business,law,0,1,1
43,stem,contractual,it,116914,1,0
42,law,self business,engineering,130906,0,0
40,law,unemployed,unemployed,0,0,0
65,arts,unemployed,unemployed,113278,1,0
49,law,salaried,accounting,58475,0,0
62,law,salaried,transportation,76703,1,0
53,business,self business,engineering,51817,1,0
56,law,self business,law,99059,0,0
52,stem,unemployed,unemployed,0,0,0
54,law,salaried,arts,82651,0,0
86,law,contractual,it,40560,1,1
59,stem,unemployed,unemployed,0,1,0
85,arts,self business,health,101893,1,1
76,business,salaried,law,0,1,1
59,stem,unemployed,unemployed,0,1,0
67,law,unemployed,unemployed,112736,1,0
57,law,unemployed,unemployed,0,0,0
85,business,salaried,transportation,112942,1,1
45,law,unemployed,unemployed,0,1,0
47,law,contractual,arts,139757,0,0
48,arts,unemployed,unemployed,0,1,0
40,arts,contractual,arts,68932,0,0
54,business,salaried,health,47722,0,0
52,business,unemployed,unemployed,0,1,0
85,stem,self business,transportation,0,1,1
82,stem,salaried,it,0,1,1
59,arts,self business,engineering,52215,0,0
50,stem,contractual,health,64570,1,0
73,law,salaried,transportation,53747,1,1
60,law,self business,engineering,101193,1,0
47,arts,unemployed,unemployed,0,1,0
40,stem,contractual,transportation,137800,1,0
84,stem,contractual,transportation,0,1,1
42,arts,unemployed,unemployed,0,1,0
62,law,salaried,accounting,54850,0,0
89,business,self business,health,85432,1,1
53,arts,self business,it,73060,0,0
89,stem,self business,law,82850,1,1
79,business,self business,accounting,128367,0,0
82,arts,self business,accounting,69833,1,1
72,law,contractual,arts,83731,0,0
88,law,contractual,arts,114540,1,1
44,arts,contractual,health,139741,0,0
61,arts,salaried,engineering,124520,0,0
72,law,unemployed,unemployed,0,1,0
85,law,salaried,engineering,101461,1,1
71,business,self business,transportation,62793,1,0
66,arts,self business,engineering,130938,1,0
86,arts,salaried,transportation,138364,1,1
47,law,salaried,law,45971,1,0
87,law,self business,law,0,1,1
44,stem,unemployed,unemployed,0,1,0
65,stem,self business,it,40678,0,0
77,arts,contractual,arts,124787,0,0
69,arts,contractual,arts,105367,1,0
46,stem,unemployed,unemployed,0,1,0
69,business,unemployed,unemployed,86014,1,0
61,law,unemployed,unemployed,83568,1,0
55,business,contractual,engineering,73379,0,0
86,arts,salaried,it,105787,1,1
62,arts,unemployed,unemployed,0,1,0
41,stem,self business,law,115177,1,0
68,law,unemployed,unemployed,0,0,0
59,arts,contractual,engineering,88825,0,0
54,arts,salaried,transportation,125849,1,0
72,law,self business,arts,65243,0,0
53,law,contractual,health,82418,1,0
60,arts,unemployed,unemployed,0,1,0
62,law,unemployed,unemployed,0,0,0
63,stem,contractual,health,116021,1,0
42,arts,self business,health,105922,0,0
79,arts,unemployed,unemployed,0,0,0
42,business,self business,it,88280,0,0
59,business,unemployed,unemployed,0,1,0
77,stem,unemployed,unemployed,0,1,0
44,business,unemployed,unemployed,40399,0,0
58,business,contractual,transportation,136929,0,0
79,law,self business,accounting,98857,0,0
89,stem,salaried,it,75024,1,1
83,law,salaried,accounting,0,1,1
79,stem,contractual,transportation,68348,0,0
56,law,salaried,health,85317,1,0
55,business,unemployed,unemployed,0,1,0
85,business,salaried,engineering,112743,1,1
64,stem,unemployed,unemployed,0,0,0
56,arts,unemployed,unemployed,0,1,0
66,business,self business,engineering,141144,1,0
53,law,unemployed,unemployed,132209,1,0
54,business,salaried,arts,120162,0,0
60,arts,self business,arts,127173,0,0
53,law,contractual,engineering,92842,1,0
60,arts,unemployed,unemployed,0,1,0
40,law,unemployed,unemployed,0,1,0
83,business,self business,engineering,67763,1,1
75,law,contractual,transportation,116852,1,1
61,stem,salaried,it,79232,1,0
51,business,self business,arts,53602,1,0
70,law,self business,health,75950,0,0
40,law,self business,health,126600,0,0
53,law,self business,arts,107658,1,0
80,law,contractual,accounting,148656,1,1
43,business,contractual,it,134975,0,0
63,law,self business,accounting,68431,0,0
40,stem,unemployed,unemployed,0,0,0
89,stem,salaried,health,98522,1,1
65,arts,unemployed,unemployed,0,1,0
70,business,unemployed,unemployed,0,0,0
42,business,unemployed,unemployed,138052,0,0
75,arts,unemployed,unemployed,0,0,0
50,business,self business,it,77904,0,0
61,arts,salaried,transportation,88302,0,0
81,arts,self business,health,147017,1,1
76,law,unemployed,unemployed,0,0,0
53,business,contractual,transportation,41404,0,0
67,business,unemployed,unemployed,0,1,0
66,law,unemployed,unemployed,0,0,0
87,law,self business,it,0,1,1
70,law,unemployed,unemployed,0,1,0
57,stem,unemployed,unemployed,0,0,0
77,stem,self business,it,149131,1,1
82,arts,salaried,transportation,0,1,1
44,business,salaried,engineering,140763,1,0
51,business,salaried,accounting,112435,0,0
63,law,self business,it,119592,0,0
55,arts,self business,law,110437,0,0
61,stem,salaried,it,111153,1,0
70,law,self business,transportation,0,1,1
51,stem,self business,engineering,90878,1,0
82,business,self business,law,0,1,1
78,law,contractual,arts,73218,1,0
52,stem,self business,engineering,127475,1,0
87,business,self business,law,0,1,1
48,stem,unemployed,unemployed,0,1,0
73,stem,salaried,arts,42253,1,0
83,stem,contractual,transportation,115520,1,1
80,stem,unemployed,unemployed,0,1,0
76,arts,salaried,transportation,103411,1,1
61,stem,contractual,it,44361,0,0
68,arts,self business,health,107822,1,0
89,stem,self business,arts,71356,1,1
82,law,self business,law,140219,1,1
47,arts,self business,accounting,149333,0,0
82,arts,contractual,transportation,95272,1,1
57,arts,salaried,transportation,123131,1,0
59,business,self business,health,139221,1,0
86,arts,salaried,arts,71154,1,1
82,law,salaried,accounting,68892,1,1
78,law,self business,health,108969,0,0
56,arts,contractual,health,84731,1,0
54,law,unemployed,unemployed,0,1,0
85,law,contractual,engineering,80244,1,1
54,law,unemployed,unemployed,0,1,0
49,business,salaried,health,135363,0,0
86,stem,contractual,it,101708,1,1
76,law,unemployed,unemployed,0,0,0
88,stem,contractual,accounting,63278,1,1
88,law,self business,health,59121,1,1
44,law,salaried,arts,62509,1,0
82,business,self business,health,111142,1,1
40,law,salaried,transportation,61603,0,0
66,business,unemployed,unemployed,0,1,0
48,business,unemployed,unemployed,117366,1,0
69,stem,unemployed,unemployed,0,0,0
67,law,unemployed,unemployed,56025,0,0
89,stem,self business,accounting,0,1,1
42,business,contractual,it,54359,0,0
46,stem,contractual,health,123500,0,0
54,arts,salaried,law,136223,0,0
63,stem,unemployed,unemployed,0,1,0
59,stem,contractual,health,54197,0,0
61,arts,unemployed,unemployed,0,0,0
80,law,unemployed,unemployed,0,1,0
74,law,unemployed,unemployed,0,0,0
65,law,contractual,engineering,133007,1,0
74,law,self business,law,145773,1,0
82,law,contractual,law,0,1,1
51,arts,unemployed,unemployed,0,0,0
46,business,contractual,health,130625,1,0
71,stem,unemployed,unemployed,0,1,0
43,arts,contractual,it,44117,0,0
86,stem,contractual,transportation,63835,1,1
83,business,self business,transportation,93833,1,1
42,stem,salaried,it,55809,1,0
89,arts,contractual,accounting,111241,1,1
67,business,self business,it,50554,0,0
46,business,contractual,arts,118649,0,0
44,arts,self business,health,88959,1,0
41,business,contractual,engineering,121038,0,0
70,stem,contractual,health,82433,1,1
84,stem,salaried,it,0,1,1
85,stem,self business,transportation,68112,1,1
74,business,contractual,transportation,104406,1,1
55,arts,unemployed,unemployed,0,0,0
70,law,unemployed,unemployed,0,0,0
57,stem,contractual,law,109769,0,0
54,law,self business,it,114451,0,0
83,stem,self business,accounting,62518,1,1
57,arts,salaried,law,136852,0,0
66,business,unemployed,unemployed,0,0,0
47,stem,contractual,arts,77503,0,0
78,arts,contractual,health,40439,1,0
46,law,self business,transportation,124366,1,0
55,law,self business,arts,47744,1,0
61,business,salaried,it,43652,0,0
55,stem,salaried,arts,56922,1,0
74,law,contractual,arts,88559,1,1
70,business,salaried,accounting,146916,0,0
84,arts,self business,engineering,91755,1,1
49,law,self business,law,67957,0,0
73,arts,self business,accounting,106791,0,0
71,arts,self business,transportation,0,1,1
88,business,self business,it,86438,1,1
61,stem,self business,accounting,131295,1,0
76,law,self business,it,138783,0,0
86,arts,contractual,engineering,0,1,1
77,law,self business,engineering,108139,1,0
79,law,unemployed,unemployed,0,0,0
74,arts,salaried,engineering,136847,0,0
50,stem,salaried,law,147313,1,0
43,law,contractual,accounting,147926,0,0
63,stem,self business,health,99529,1,0
65,business,unemployed,unemployed,0,0,0
58,arts,salaried,law,69121,0,0
81,stem,contractual,engineering,83181,1,1
65,law,salaried,law,139701,0,0
69,business,salaried,it,120016,1,0
72,stem,unemployed,unemployed,74178,0,0
71,arts,unemployed,unemployed,0,0,0
83,arts,contractual,accounting,0,1,1
76,law,unemployed,unemployed,59845,0,0
75,law,unemployed,unemployed,0,1,0
80,arts,contractual,accounting,66792,1,0
80,law,self business,it,57286,1,0
65,law,unemployed,unemployed,0,1,0
80,law,salaried,health,130460,0,0
81,law,contractual,accounting,0,1,1
81,stem,salaried,health,126229,1,1
65,stem,salaried,engineering,130156,0,0
81,business,self business,accounting,88544,1,1
51,arts,unemployed,unemployed,100285,0,0
64,stem,salaried,accounting,66950,1,0
41,arts,unemployed,unemployed,130460,1,0
52,business,salaried,engineering,104641,0,0
88,arts,salaried,arts,0,1,1
63,business,contractual,law,118753,1,0
79,business,unemployed,unemployed,0,0,0
62,law,contractual,law,122161,0,0
46,stem,unemployed,unemployed,0,1,0
45,business,self business,accounting,46226,0,0
48,law,salaried,law,49122,1,0
75,business,contractual,transportation,117646,1,0
66,arts,self business,arts,88415,0,0
75,business,self business,arts,61229,1,0
53,business,self business,engineering,121393,0,0
50,arts,unemployed,unemployed,0,1,0
81,business,contractual,health,134332,1,1
56,arts,salaried,it,41695,1,0
82,business,salaried,law,64128,1,1
64,law,salaried,engineering,119052,0,0
53,arts,self business,health,43658,0,0
55,law,unemployed,unemployed,0,1,0
69,stem,contractual,arts,122227,0,0
51,law,contractual,health,63376,0,0
45,business,contractual,arts,86210,1,0
68,business,salaried,it,51883,1,0
78,arts,unemployed,unemployed,0,1,0
68,business,salaried,law,106789,0,0
83,law,contractual,health,122969,1,1
55,law,self business,engineering,116580,1,0
81,arts,salaried,it,0,1,1
49,law,unemployed,unemployed,0,1,0
70,law,self business,engineering,46465,1,0
68,law,salaried,accounting,99785,0,0
54,arts,unemployed,unemployed,0,1,0
72,business,unemployed,unemployed,0,0,0
59,law,salaried,accounting,70137,0,0
79,business,unemployed,unemployed,0,1,0
85,arts,salaried,it,0,1,1
49,arts,unemployed,unemployed,141077,1,0
78,law,contractual,law,0,1,1
42,business,unemployed,unemployed,0,0,0
43,stem,self business,law,128699,1,0
51,business,self business,arts,83386,1,0
60,law,self business,transportation,74855,0,0
67,stem,contractual,health,64796,1,0
66,business,self business,transportation,114615,0,0
62,law,unemployed,unemployed,0,1,0
60,law,salaried,engineering,96752,1,0
77,law,contractual,accounting,95453,1,1
79,arts,contractual,it,137298,1,1
81,business,salaried,health,102768,1,1
57,business,contractual,arts,123005,0,0
